Value,Category,Acreage,Year,FIPS
61,Fallow/Idle Cropland,295.2,2007,16045
63,Forest,3.9,2007,16045
67,Peaches,0.8,2007,16045
68,Apples,10.1,2007,16045
111,Open Water,3105.1,2007,16045
121,Developed/Open Space,9016.2,2007,16045
122,Developed/Low Intensity,1129.1,2007,16045
123,Developed/Medium Intensity,110,2007,16045
141,Deciduous Forest,503.7,2007,16045
142,Evergreen Forest,52004.2,2007,16045
152,Shrubland,154111,2007,16045
176,Grass/Pasture,117536.3,2007,16045
190,Woody Wetlands,255.7,2007,16045
195,Herbaceous Wetlands,68.2,2007,16045
1,Corn,49767,2007,16047
4,Sorghum,7.7,2007,16047
12,Sweet Corn,1350.7,2007,16047
13,Pop or Orn Corn,0.8,2007,16047
21,Barley,2090,2007,16047
23,Spring Wheat,256.5,2007,16047
24,Winter Wheat,2878.8,2007,16047
25,Other Small Grains,379.7,2007,16047
27,Rye,0.8,2007,16047
28,Oats,438.6,2007,16047
31,Canola,3.1,2007,16047
33,Safflower,1.5,2007,16047
36,Alfalfa,37558.1,2007,16047
41,Sugarbeets,1388.7,2007,16047
42,Dry Beans,3961.4,2007,16047
43,Potatoes,6991.3,2007,16047
47,Misc Vegs & Fruits,0.8,2007,16047
49,Onions,71.3,2007,16047
53,Peas,54.2,2007,16047
61,Fallow/Idle Cropland,257.3,2007,16047
63,Forest,0.8,2007,16047
87,Wetlands,0.8,2007,16047
111,Open Water,2526.2,2007,16047
121,Developed/Open Space,18528.4,2007,16047
122,Developed/Low Intensity,3521.2,2007,16047
123,Developed/Medium Intensity,1099.6,2007,16047
124,Developed/High Intensity,82.1,2007,16047
131,Barren,170.5,2007,16047
142,Evergreen Forest,208.5,2007,16047
152,Shrubland,231994.5,2007,16047
176,Grass/Pasture,103369.9,2007,16047
190,Woody Wetlands,640.9,2007,16047
195,Herbaceous Wetlands,38,2007,16047
1,Corn,1.5,2007,16049
12,Sweet Corn,0.8,2007,16049
21,Barley,13775.8,2007,16049
23,Spring Wheat,11773.4,2007,16049
24,Winter Wheat,58610.4,2007,16049
25,Other Small Grains,82.1,2007,16049
28,Oats,2010.9,2007,16049
31,Canola,4533.3,2007,16049
34,Rape Seed,8.5,2007,16049
36,Alfalfa,1076.4,2007,16049
41,Sugarbeets,0.8,2007,16049
42,Dry Beans,406.1,2007,16049
44,Other Crops,0.8,2007,16049
49,Onions,1.5,2007,16049
52,Lentils,893.5,2007,16049
53,Peas,1777.7,2007,16049
58,Clover/Wildflowers,6.2,2007,16049
59,Sod/Grass Seed,4470.5,2007,16049
61,Fallow/Idle Cropland,12612.6,2007,16049
63,Forest,237.1,2007,16049
111,Open Water,9473.4,2007,16049
112,Perennial Ice/Snow,161.2,2007,16049
121,Developed/Open Space,20375.8,2007,16049
122,Developed/Low Intensity,4065.2,2007,16049
123,Developed/Medium Intensity,494.4,2007,16049
124,Developed/High Intensity,12.4,2007,16049
131,Barren,124,2007,16049
141,Deciduous Forest,292.9,2007,16049
142,Evergreen Forest,4054348.2,2007,16049
143,Mixed Forest,692.8,2007,16049
152,Shrubland,720898.1,2007,16049
176,Grass/Pasture,518251.4,2007,16049
190,Woody Wetlands,280.5,2007,16049
195,Herbaceous Wetlands,38.7,2007,16049
1,Corn,5251.6,2007,16051
4,Sorghum,8.5,2007,16051
12,Sweet Corn,43.4,2007,16051
21,Barley,47735.2,2007,16051
22,Durum Wheat,292.1,2007,16051
23,Spring Wheat,19535.8,2007,16051
24,Winter Wheat,5061,2007,16051
25,Other Small Grains,77.5,2007,16051
28,Oats,868.7,2007,16051
31,Canola,955.5,2007,16051
33,Safflower,187.5,2007,16051
36,Alfalfa,100008.3,2007,16051
41,Sugarbeets,157.3,2007,16051
42,Dry Beans,126.3,2007,16051
43,Potatoes,33985.7,2007,16051
47,Misc Vegs & Fruits,69,2007,16051
53,Peas,55.8,2007,16051
59,Sod/Grass Seed,3.9,2007,16051
61,Fallow/Idle Cropland,1401.8,2007,16051
63,Forest,0.8,2007,16051
87,Wetlands,38,2007,16051
111,Open Water,7051,2007,16051
121,Developed/Open Space,26630.2,2007,16051
122,Developed/Low Intensity,3150.1,2007,16051
123,Developed/Medium Intensity,220.9,2007,16051
124,Developed/High Intensity,0.8,2007,16051
131,Barren,301.4,2007,16051
141,Deciduous Forest,87.6,2007,16051
142,Evergreen Forest,750.1,2007,16051
152,Shrubland,369240.9,2007,16051
176,Grass/Pasture,67783.2,2007,16051
190,Woody Wetlands,15232.6,2007,16051
195,Herbaceous Wetlands,1261.6,2007,16051
1,Corn,37557.4,2007,16053
4,Sorghum,10.1,2007,16053
12,Sweet Corn,767.2,2007,16053
21,Barley,16046.3,2007,16053
22,Durum Wheat,7,2007,16053
23,Spring Wheat,2788.9,2007,16053
24,Winter Wheat,9272.7,2007,16053
25,Other Small Grains,84.5,2007,16053
27,Rye,0.8,2007,16053
28,Oats,479.7,2007,16053
31,Canola,0.8,2007,16053
33,Safflower,1.5,2007,16053
36,Alfalfa,55417.8,2007,16053
41,Sugarbeets,11266.6,2007,16053
42,Dry Beans,12381.7,2007,16053
43,Potatoes,12761.4,2007,16053
47,Misc Vegs & Fruits,0.8,2007,16053
49,Onions,3.1,2007,16053
53,Peas,68.2,2007,16053
57,Herbs,14.7,2007,16053
59,Sod/Grass Seed,5.4,2007,16053
61,Fallow/Idle Cropland,418.5,2007,16053
111,Open Water,1718,2007,16053
121,Developed/Open Space,31340.9,2007,16053
122,Developed/Low Intensity,3399.6,2007,16053
123,Developed/Medium Intensity,251.8,2007,16053
124,Developed/High Intensity,2.3,2007,16053
142,Evergreen Forest,25.6,2007,16053
152,Shrubland,44032.6,2007,16053
176,Grass/Pasture,144759.3,2007,16053
190,Woody Wetlands,296,2007,16053
195,Herbaceous Wetlands,17.8,2007,16053
21,Barley,65.1,2007,16055
23,Spring Wheat,2105.5,2007,16055
24,Winter Wheat,6909.2,2007,16055
25,Other Small Grains,35.6,2007,16055
28,Oats,79,2007,16055
31,Canola,81.4,2007,16055
36,Alfalfa,2139.6,2007,16055
42,Dry Beans,14.7,2007,16055
52,Lentils,1339.1,2007,16055
53,Peas,179.8,2007,16055
57,Herbs,19.4,2007,16055
59,Sod/Grass Seed,16128.4,2007,16055
61,Fallow/Idle Cropland,213.9,2007,16055
63,Forest,10.8,2007,16055
111,Open Water,44052,2007,16055
121,Developed/Open Space,11162.7,2007,16055
122,Developed/Low Intensity,20478.9,2007,16055
123,Developed/Medium Intensity,6479.9,2007,16055
124,Developed/High Intensity,474.3,2007,16055
131,Barren,17.8,2007,16055
141,Deciduous Forest,49.6,2007,16055
142,Evergreen Forest,572713.7,2007,16055
143,Mixed Forest,2.3,2007,16055
152,Shrubland,115371.1,2007,16055
176,Grass/Pasture,34953.6,2007,16055
190,Woody Wetlands,2913.7,2007,16055
195,Herbaceous Wetlands,4054.4,2007,16055
1,Corn,1.5,2007,16057
21,Barley,12545.2,2007,16057
23,Spring Wheat,24974.2,2007,16057
24,Winter Wheat,73703.6,2007,16057
25,Other Small Grains,17.8,2007,16057
28,Oats,143.4,2007,16057
31,Canola,282.1,2007,16057
34,Rape Seed,90.7,2007,16057
36,Alfalfa,327.8,2007,16057
42,Dry Beans,17330.4,2007,16057
43,Potatoes,0.8,2007,16057
47,Misc Vegs & Fruits,333.2,2007,16057
49,Onions,3.1,2007,16057
52,Lentils,18220.7,2007,16057
53,Peas,6918.5,2007,16057
58,Clover/Wildflowers,75.2,2007,16057
59,Sod/Grass Seed,6862.7,2007,16057
61,Fallow/Idle Cropland,1074.8,2007,16057
63,Forest,150.3,2007,16057
68,Apples,0.8,2007,16057
111,Open Water,113.9,2007,16057
121,Developed/Open Space,19174.7,2007,16057
122,Developed/Low Intensity,3515,2007,16057
123,Developed/Medium Intensity,948.5,2007,16057
124,Developed/High Intensity,87.6,2007,16057
131,Barren,4.6,2007,16057
141,Deciduous Forest,259.6,2007,16057
142,Evergreen Forest,338681.1,2007,16057
143,Mixed Forest,7,2007,16057
152,Shrubland,102454.7,2007,16057
176,Grass/Pasture,60512.1,2007,16057
190,Woody Wetlands,51.1,2007,16057
195,Herbaceous Wetlands,253.4,2007,16057
1,Corn,10.1,2007,16059
4,Sorghum,1.5,2007,16059
21,Barley,579.6,2007,16059
23,Spring Wheat,326.2,2007,16059
24,Winter Wheat,17,2007,16059
25,Other Small Grains,0.8,2007,16059
28,Oats,267.3,2007,16059
31,Canola,27.9,2007,16059
33,Safflower,0.8,2007,16059
36,Alfalfa,3960.6,2007,16059
41,Sugarbeets,8.5,2007,16059
43,Potatoes,446.4,2007,16059
59,Sod/Grass Seed,1.5,2007,16059
61,Fallow/Idle Cropland,112.4,2007,16059
87,Wetlands,0.8,2007,16059
111,Open Water,946.2,2007,16059
112,Perennial Ice/Snow,233.3,2007,16059
121,Developed/Open Space,11800.5,2007,16059
122,Developed/Low Intensity,6202.5,2007,16059
123,Developed/Medium Intensity,1564.6,2007,16059
124,Developed/High Intensity,49.6,2007,16059
131,Barren,35768.8,2007,16059
141,Deciduous Forest,40.3,2007,16059
142,Evergreen Forest,1387737.7,2007,16059
143,Mixed Forest,9.3,2007,16059
152,Shrubland,848678.8,2007,16059
176,Grass/Pasture,617627.4,2007,16059
190,Woody Wetlands,4895.2,2007,16059
195,Herbaceous Wetlands,3194.2,2007,16059
21,Barley,13851.7,2007,16061
23,Spring Wheat,17056.8,2007,16061
24,Winter Wheat,70453.6,2007,16061
25,Other Small Grains,111.6,2007,16061
28,Oats,885.7,2007,16061
31,Canola,2674.3,2007,16061
34,Rape Seed,5.4,2007,16061
36,Alfalfa,617.6,2007,16061
38,Camelina,0.8,2007,16061
42,Dry Beans,1420.4,2007,16061
44,Other Crops,28.7,2007,16061
52,Lentils,1851.3,2007,16061
53,Peas,3822.7,2007,16061
58,Clover/Wildflowers,96.9,2007,16061
59,Sod/Grass Seed,5867.7,2007,16061
61,Fallow/Idle Cropland,4259,2007,16061
63,Forest,79.8,2007,16061
87,Wetlands,0.8,2007,16061
111,Open Water,447.1,2007,16061
121,Developed/Open Space,10459.9,2007,16061
122,Developed/Low Intensity,723,2007,16061
123,Developed/Medium Intensity,117.8,2007,16061
124,Developed/High Intensity,3.1,2007,16061
131,Barren,0.8,2007,16061
141,Deciduous Forest,24.8,2007,16061
142,Evergreen Forest,68144.3,2007,16061
143,Mixed Forest,51.1,2007,16061
152,Shrubland,24204.7,2007,16061
176,Grass/Pasture,79890.6,2007,16061
190,Woody Wetlands,22.5,2007,16061
195,Herbaceous Wetlands,10.8,2007,16061
1,Corn,11423.9,2007,16063
4,Sorghum,2.3,2007,16063
12,Sweet Corn,54.2,2007,16063
21,Barley,4961,2007,16063
22,Durum Wheat,377.4,2007,16063
23,Spring Wheat,4954.1,2007,16063
24,Winter Wheat,4614.7,2007,16063
25,Other Small Grains,36.4,2007,16063
27,Rye,0.8,2007,16063
28,Oats,578.1,2007,16063
31,Canola,0.8,2007,16063
33,Safflower,6.2,2007,16063
36,Alfalfa,28676,2007,16063
41,Sugarbeets,6727.9,2007,16063
42,Dry Beans,2522.4,2007,16063
43,Potatoes,3641.4,2007,16063
47,Misc Vegs & Fruits,2.3,2007,16063
49,Onions,2.3,2007,16063
53,Peas,13.2,2007,16063
59,Sod/Grass Seed,11.6,2007,16063
61,Fallow/Idle Cropland,454.9,2007,16063
111,Open Water,239.5,2007,16063
121,Developed/Open Space,16804.2,2007,16063
122,Developed/Low Intensity,1306.5,2007,16063
123,Developed/Medium Intensity,30.2,2007,16063
131,Barren,4718.5,2007,16063
142,Evergreen Forest,84.5,2007,16063
152,Shrubland,517605.9,2007,16063
176,Grass/Pasture,160743.6,2007,16063
190,Woody Wetlands,1012,2007,16063
195,Herbaceous Wetlands,137.9,2007,16063
1,Corn,341,2007,16065
4,Sorghum,0.8,2007,16065
12,Sweet Corn,0.8,2007,16065
21,Barley,42977.9,2007,16065
22,Durum Wheat,282.8,2007,16065
23,Spring Wheat,37875.9,2007,16065
24,Winter Wheat,2261.2,2007,16065
25,Other Small Grains,7,2007,16065
28,Oats,182.9,2007,16065
31,Canola,18.6,2007,16065
33,Safflower,13.2,2007,16065
36,Alfalfa,19852.7,2007,16065
41,Sugarbeets,10.1,2007,16065
42,Dry Beans,0.8,2007,16065
43,Potatoes,36649.2,2007,16065
47,Misc Vegs & Fruits,41.8,2007,16065
53,Peas,23.2,2007,16065
59,Sod/Grass Seed,12.4,2007,16065
61,Fallow/Idle Cropland,332.4,2007,16065
87,Wetlands,179,2007,16065
111,Open Water,2167.5,2007,16065
121,Developed/Open Space,11674.2,2007,16065
122,Developed/Low Intensity,2727.7,2007,16065
123,Developed/Medium Intensity,160.4,2007,16065
124,Developed/High Intensity,0.8,2007,16065
131,Barren,137.9,2007,16065
141,Deciduous Forest,5650,2007,16065
142,Evergreen Forest,41723.3,2007,16065
143,Mixed Forest,26.3,2007,16065
152,Shrubland,63628.1,2007,16065
176,Grass/Pasture,21580.8,2007,16065
190,Woody Wetlands,11861.7,2007,16065
195,Herbaceous Wetlands,540.9,2007,16065
1,Corn,14263.2,2007,16067
4,Sorghum,67.4,2007,16067
12,Sweet Corn,76.7,2007,16067
13,Pop or Orn Corn,3.1,2007,16067
21,Barley,27279.6,2007,16067
22,Durum Wheat,100.7,2007,16067
23,Spring Wheat,19293.2,2007,16067
24,Winter Wheat,12778.5,2007,16067
25,Other Small Grains,64.3,2007,16067
27,Rye,0.8,2007,16067
28,Oats,334.8,2007,16067
31,Canola,17.8,2007,16067
33,Safflower,3.1,2007,16067
36,Alfalfa,40201.4,2007,16067
41,Sugarbeets,33957.1,2007,16067
42,Dry Beans,9082.9,2007,16067
43,Potatoes,28809.3,2007,16067
47,Misc Vegs & Fruits,5.4,2007,16067
49,Onions,2.3,2007,16067
53,Peas,104.6,2007,16067
57,Herbs,0.8,2007,16067
59,Sod/Grass Seed,2.3,2007,16067
61,Fallow/Idle Cropland,667.2,2007,16067
87,Wetlands,0.8,2007,16067
111,Open Water,2898.2,2007,16067
121,Developed/Open Space,22558,2007,16067
122,Developed/Low Intensity,3846.7,2007,16067
123,Developed/Medium Intensity,719.1,2007,16067
124,Developed/High Intensity,6.2,2007,16067
131,Barren,70531.8,2007,16067
142,Evergreen Forest,6.2,2007,16067
152,Shrubland,169195.6,2007,16067
176,Grass/Pasture,30747.3,2007,16067
190,Woody Wetlands,692,2007,16067
195,Herbaceous Wetlands,43.4,2007,16067
1,Corn,1.5,2007,16069
21,Barley,12768.4,2007,16069
23,Spring Wheat,19710.9,2007,16069
24,Winter Wheat,78325.2,2007,16069
25,Other Small Grains,2.3,2007,16069
28,Oats,194.5,2007,16069
31,Canola,1820.3,2007,16069
34,Rape Seed,52.7,2007,16069
36,Alfalfa,732.3,2007,16069
41,Sugarbeets,0.8,2007,16069
42,Dry Beans,17717,2007,16069
43,Potatoes,0.8,2007,16069
47,Misc Vegs & Fruits,19.4,2007,16069
49,Onions,1.5,2007,16069
52,Lentils,7310.6,2007,16069
53,Peas,4466.6,2007,16069
57,Herbs,9.3,2007,16069
58,Clover/Wildflowers,6.2,2007,16069
59,Sod/Grass Seed,5224.5,2007,16069
61,Fallow/Idle Cropland,6307.1,2007,16069
63,Forest,42.6,2007,16069
111,Open Water,3925.8,2007,16069
121,Developed/Open Space,21410.3,2007,16069
122,Developed/Low Intensity,5529.1,2007,16069
123,Developed/Medium Intensity,2045.8,2007,16069
124,Developed/High Intensity,179.8,2007,16069
131,Barren,4.6,2007,16069
141,Deciduous Forest,1243,2007,16069
142,Evergreen Forest,121993.6,2007,16069
143,Mixed Forest,112.4,2007,16069
152,Shrubland,65358.5,2007,16069
176,Grass/Pasture,171333.7,2007,16069
190,Woody Wetlands,133.3,2007,16069
195,Herbaceous Wetlands,214.7,2007,16069
1,Corn,767.9,2007,16071
4,Sorghum,1.5,2007,16071
12,Sweet Corn,7.7,2007,16071
21,Barley,2639.4,2007,16071
22,Durum Wheat,10.1,2007,16071
23,Spring Wheat,6329.6,2007,16071
24,Winter Wheat,26858.8,2007,16071
25,Other Small Grains,58.1,2007,16071
28,Oats,580.4,2007,16071
33,Safflower,570.3,2007,16071
36,Alfalfa,29983.3,2007,16071
41,Sugarbeets,5.4,2007,16071
42,Dry Beans,52.7,2007,16071
43,Potatoes,1251.5,2007,16071
47,Misc Vegs & Fruits,5.4,2007,16071
53,Peas,4.6,2007,16071
59,Sod/Grass Seed,227.1,2007,16071
61,Fallow/Idle Cropland,19955.8,2007,16071
87,Wetlands,1.5,2007,16071
111,Open Water,640.9,2007,16071
121,Developed/Open Space,16823.6,2007,16071
122,Developed/Low Intensity,1199.6,2007,16071
123,Developed/Medium Intensity,59.7,2007,16071
131,Barren,243.3,2007,16071
141,Deciduous Forest,4916.9,2007,16071
142,Evergreen Forest,38574.1,2007,16071
143,Mixed Forest,5.4,2007,16071
152,Shrubland,468744,2007,16071
176,Grass/Pasture,144577.2,2007,16071
190,Woody Wetlands,2785.1,2007,16071
195,Herbaceous Wetlands,1178.7,2007,16071
1,Corn,28232.7,2007,16073
4,Sorghum,1.5,2007,16073
12,Sweet Corn,448.7,2007,16073
21,Barley,1877.6,2007,16073
23,Spring Wheat,1997.7,2007,16073
24,Winter Wheat,5168,2007,16073
25,Other Small Grains,442.5,2007,16073
27,Rye,453.3,2007,16073
28,Oats,1690.1,2007,16073
33,Safflower,0.8,2007,16073
34,Rape Seed,4.6,2007,16073
36,Alfalfa,60316,2007,16073
41,Sugarbeets,3088.1,2007,16073
42,Dry Beans,2561.9,2007,16073
43,Potatoes,2520.8,2007,16073
47,Misc Vegs & Fruits,18.6,2007,16073
49,Onions,768.7,2007,16073
52,Lentils,7,2007,16073
53,Peas,153.4,2007,16073
56,Hops,50.4,2007,16073
57,Herbs,442.5,2007,16073
58,Clover/Wildflowers,20.1,2007,16073
59,Sod/Grass Seed,69.7,2007,16073
61,Fallow/Idle Cropland,4378.3,2007,16073
63,Forest,0.8,2007,16073
67,Peaches,12.4,2007,16073
68,Apples,27.9,2007,16073
69,Grapes,23.2,2007,16073
71,Other Tree Crops,40.3,2007,16073
111,Open Water,13531.7,2007,16073
121,Developed/Open Space,20843.1,2007,16073
122,Developed/Low Intensity,2549.5,2007,16073
123,Developed/Medium Intensity,517.6,2007,16073
124,Developed/High Intensity,31.8,2007,16073
131,Barren,718.4,2007,16073
141,Deciduous Forest,2462.7,2007,16073
142,Evergreen Forest,170597.5,2007,16073
152,Shrubland,3993568.8,2007,16073
176,Grass/Pasture,591944.9,2007,16073
190,Woody Wetlands,7546.2,2007,16073
195,Herbaceous Wetlands,6686,2007,16073
1,Corn,9083.6,2007,16075
12,Sweet Corn,201.5,2007,16075
21,Barley,227.1,2007,16075
23,Spring Wheat,172,2007,16075
24,Winter Wheat,3503.4,2007,16075
25,Other Small Grains,12.4,2007,16075
28,Oats,71.3,2007,16075
31,Canola,113.1,2007,16075
34,Rape Seed,24,2007,16075
36,Alfalfa,21278.6,2007,16075
41,Sugarbeets,1337.5,2007,16075
42,Dry Beans,722.2,2007,16075
43,Potatoes,990.4,2007,16075
47,Misc Vegs & Fruits,38.7,2007,16075
49,Onions,1442.9,2007,16075
52,Lentils,135.6,2007,16075
53,Peas,197.6,2007,16075
56,Hops,3.9,2007,16075
57,Herbs,750.9,2007,16075
58,Clover/Wildflowers,14.7,2007,16075
59,Sod/Grass Seed,87.6,2007,16075
61,Fallow/Idle Cropland,968.7,2007,16075
63,Forest,64.3,2007,16075
68,Apples,28.7,2007,16075
71,Other Tree Crops,3.1,2007,16075
111,Open Water,3047.8,2007,16075
121,Developed/Open Space,9905.1,2007,16075
122,Developed/Low Intensity,2279,2007,16075
123,Developed/Medium Intensity,403,2007,16075
141,Deciduous Forest,17.8,2007,16075
142,Evergreen Forest,1026.8,2007,16075
143,Mixed Forest,1.5,2007,16075
152,Shrubland,42429.3,2007,16075
176,Grass/Pasture,160316.6,2007,16075
190,Woody Wetlands,193.7,2007,16075
195,Herbaceous Wetlands,1229.8,2007,16075
1,Corn,5388,2007,16077
4,Sorghum,2.3,2007,16077
12,Sweet Corn,374.3,2007,16077
13,Pop or Orn Corn,0.8,2007,16077
21,Barley,7436.1,2007,16077
22,Durum Wheat,410.7,2007,16077
23,Spring Wheat,31461,2007,16077
24,Winter Wheat,43057.8,2007,16077
25,Other Small Grains,49.6,2007,16077
27,Rye,0.8,2007,16077
28,Oats,387.5,2007,16077
31,Canola,32.5,2007,16077
33,Safflower,361.1,2007,16077
36,Alfalfa,13093.1,2007,16077
41,Sugarbeets,12659.1,2007,16077
42,Dry Beans,288.3,2007,16077
43,Potatoes,36185.7,2007,16077
47,Misc Vegs & Fruits,13.9,2007,16077
53,Peas,59.7,2007,16077
59,Sod/Grass Seed,29.4,2007,16077
61,Fallow/Idle Cropland,17207.9,2007,16077
87,Wetlands,23.2,2007,16077
111,Open Water,23167.8,2007,16077
121,Developed/Open Space,24696,2007,16077
122,Developed/Low Intensity,2933.1,2007,16077
123,Developed/Medium Intensity,831.5,2007,16077
124,Developed/High Intensity,251.1,2007,16077
131,Barren,35489.1,2007,16077
141,Deciduous Forest,6782.9,2007,16077
142,Evergreen Forest,51059.6,2007,16077
143,Mixed Forest,16.3,2007,16077
152,Shrubland,482054,2007,16077
176,Grass/Pasture,122162.5,2007,16077
190,Woody Wetlands,5154.8,2007,16077
195,Herbaceous Wetlands,256.5,2007,16077
24,Winter Wheat,4.6,2007,16079
28,Oats,0.8,2007,16079
36,Alfalfa,35.6,2007,16079
53,Peas,1.5,2007,16079
59,Sod/Grass Seed,8.5,2007,16079
61,Fallow/Idle Cropland,7.7,2007,16079
63,Forest,2.3,2007,16079
111,Open Water,830.7,2007,16079
121,Developed/Open Space,1673.8,2007,16079
122,Developed/Low Intensity,2768,2007,16079
123,Developed/Medium Intensity,1676.9,2007,16079
124,Developed/High Intensity,131.7,2007,16079
131,Barren,233.3,2007,16079
141,Deciduous Forest,84.5,2007,16079
142,Evergreen Forest,1345346.4,2007,16079
143,Mixed Forest,24.8,2007,16079
152,Shrubland,329285.2,2007,16079
176,Grass/Pasture,2701.4,2007,16079
190,Woody Wetlands,171.3,2007,16079
195,Herbaceous Wetlands,1678.5,2007,16079
1,Corn,17,2007,16081
21,Barley,32970.6,2007,16081
22,Durum Wheat,0.8,2007,16081
23,Spring Wheat,4744.1,2007,16081
24,Winter Wheat,1632.8,2007,16081
25,Other Small Grains,10.1,2007,16081
28,Oats,45.7,2007,16081
31,Canola,1.5,2007,16081
33,Safflower,4.6,2007,16081
36,Alfalfa,7723.6,2007,16081
43,Potatoes,5091.2,2007,16081
53,Peas,27.1,2007,16081
59,Sod/Grass Seed,0.8,2007,16081
61,Fallow/Idle Cropland,1375.5,2007,16081
111,Open Water,241.8,2007,16081
121,Developed/Open Space,8717.9,2007,16081
122,Developed/Low Intensity,532.4,2007,16081
123,Developed/Medium Intensity,72.8,2007,16081
124,Developed/High Intensity,21.7,2007,16081
131,Barren,30.2,2007,16081
141,Deciduous Forest,9591.2,2007,16081
142,Evergreen Forest,82558.6,2007,16081
143,Mixed Forest,55,2007,16081
152,Shrubland,87170.2,2007,16081
176,Grass/Pasture,23513.5,2007,16081
190,Woody Wetlands,10369.2,2007,16081
195,Herbaceous Wetlands,11853.2,2007,16081
1,Corn,55798.2,2007,16083
4,Sorghum,196.1,2007,16083
12,Sweet Corn,3890.9,2007,16083
13,Pop or Orn Corn,7,2007,16083
21,Barley,26842.5,2007,16083
22,Durum Wheat,0.8,2007,16083
23,Spring Wheat,1918.7,2007,16083
24,Winter Wheat,23304.2,2007,16083
25,Other Small Grains,631.6,2007,16083
27,Rye,10.1,2007,16083
28,Oats,1886.9,2007,16083
31,Canola,13.2,2007,16083
33,Safflower,19.4,2007,16083
36,Alfalfa,86274.4,2007,16083
41,Sugarbeets,10158.4,2007,16083
42,Dry Beans,31853.9,2007,16083
43,Potatoes,11783.5,2007,16083
47,Misc Vegs & Fruits,4.6,2007,16083
49,Onions,13.9,2007,16083
53,Peas,1046.9,2007,16083
57,Herbs,1.5,2007,16083
59,Sod/Grass Seed,14.7,2007,16083
61,Fallow/Idle Cropland,2307.7,2007,16083
87,Wetlands,2.3,2007,16083
111,Open Water,6697.6,2007,16083
121,Developed/Open Space,43942.7,2007,16083
122,Developed/Low Intensity,9537.7,2007,16083
123,Developed/Medium Intensity,3327.5,2007,16083
124,Developed/High Intensity,760.2,2007,16083
131,Barren,303,2007,16083
141,Deciduous Forest,2202.3,2007,16083
142,Evergreen Forest,5498.8,2007,16083
152,Shrubland,661240.8,2007,16083
176,Grass/Pasture,241347.1,2007,16083
190,Woody Wetlands,1236,2007,16083
195,Herbaceous Wetlands,89.1,2007,16083
28,Oats,93,2007,16085
36,Alfalfa,161.2,2007,16085
58,Clover/Wildflowers,20.9,2007,16085
111,Open Water,35926.1,2007,16085
112,Perennial Ice/Snow,51.1,2007,16085
121,Developed/Open Space,4010.2,2007,16085
122,Developed/Low Intensity,1809.4,2007,16085
123,Developed/Medium Intensity,309.2,2007,16085
124,Developed/High Intensity,29.4,2007,16085
131,Barren,166.6,2007,16085
141,Deciduous Forest,613,2007,16085
142,Evergreen Forest,1578686.9,2007,16085
152,Shrubland,477201.5,2007,16085
176,Grass/Pasture,281591.9,2007,16085
